time,open,high,low,close,volume
1773964800,320.1199951171875,321.510009765625,309.9200134277344,310.510009765625,43325900.0
1774224000,318.0,326.4800109863281,314.92999267578125,322.510009765625,27369200.0
1774310400,320.0,324.3999938964844,314.8399963378906,318.2900085449219,19799000.0
1774396800,322.5899963378906,324.29998779296875,316.7200012207031,318.80999755859375,19900000.0
1774483200,314.0199890136719,316.9200134277344,309.1700134277344,309.4200134277344,20343700.0
1774569600,307.05999755859375,307.5,298.8699951171875,300.67999267578125,23593900.0
1774828800,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500.0
1774915200,299.3900146484375,310.30999755859375,296.3399963378906,309.510009765625,29289500.0
1775001600,313.3699951171875,315.7900085449219,310.4800109863281,313.489990234375,19171000.0
1775088000,304.489990234375,314.69000244140625,301.75,314.54998779296875,14021100.0
1775433600,315.05999755859375,316.3999938964844,310.2799987792969,314.42999267578125,12111300.0
1775520000,326.7300109863281,334.1499938964844,321.79998779296875,333.9700012207031,33310900.0
1775606400,351.75,354.1400146484375,342.5299987792969,350.6300048828125,31573100.0
1775692800,352.29998779296875,358.70001220703125,351.5,354.9100036621094,20514900.0
1775779200,360.94000244140625,376.54998779296875,360.82000732421875,371.54998779296875,29958100.0
1776038400,369.6600036621094,380.8599853515625,369.4800109863281,379.75,24115800.0
1776124800,377.8999938964844,382.2799987792969,376.32000732421875,380.7799987792969,24423000.0
1776211200,389.8800048828125,397.0799865722656,385.57000732421875,396.7200012207031,29559300.0
1776297600,395.0,399.67999267578125,392.3500061035156,398.4700012207031,18872900.0
1776384000,400.8999938964844,406.7300109863281,399.80999755859375,406.5400085449219,20581700.0
1776643200,405.70001220703125,406.4200134277344,395.8999938964844,399.6300048828125,16922000.0
1776729600,399.4100036621094,403.6000061035156,394.57000732421875,402.1700134277344,16275500.0
1776816000,406.9800109863281,423.20001220703125,404.8599853515625,422.6499938964844,23702500.0
1776902400,422.3900146484375,429.30999755859375,417.79998779296875,419.94000244140625,19501600.0
1776988800,424.9800109863281,425.0,408.8599853515625,422.760009765625,22491100.0
1777248000,420.4800109863281,422.75,414.6300048828125,418.20001220703125,17451600.0
1777334400,400.30999755859375,405.80999755859375,394.6499938964844,399.8299865722656,25519200.0
1777420800,403.5,405.6400146484375,396.7799987792969,405.45001220703125,15962500.0
1777507200,415.5199890136719,418.3800048828125,404.2300109863281,417.42999267578125,21821600.0
1777593600,415.0899963378906,423.1700134277344,413.2799987792969,421.2799987792969,11882600.0
1777852800,418.2200012207031,423.8299865722656,409.5299987792969,416.5,15140400.0
1777939200,421.6600036621094,433.3900146484375,419.3500061035156,427.3599853515625,21175200.0
1778025600,435.55999755859375,437.67999267578125,417.7799987792969,425.44000244140625,20707000.0
1778112000,421.82000732421875,426.489990234375,406.29998779296875,412.55999755859375,22791700.0
1778198400,419.79998779296875,435.0,414.0,430.0,22561400.0
1778457600,427.6199951171875,433.6499938964844,425.04998779296875,428.42999267578125,16825500.0
1778544000,423.42999267578125,429.3399963378906,408.4100036621094,419.29998779296875,19004300.0
1778630400,415.80999755859375,418.6300048828125,404.79998779296875,416.7900085449219,16981200.0
1778716800,416.7300109863281,442.3599853515625,415.5899963378906,439.7900085449219,19733800.0
1778803200,432.80999755859375,432.80999755859375,419.79998779296875,425.19000244140625,18957100.0
1779062400,421.4100036621094,422.010009765625,414.3699951171875,420.7099914550781,17863300.0
1779148800,409.82000732421875,417.95001220703125,405.8599853515625,411.07000732421875,20652100.0
1779235200,412.80999755859375,424.1700134277344,411.4200134277344,417.760009765625,16312600.0
1779321600,413.54998779296875,422.25,410.5,414.57000732421875,16865300.0
1779408000,417.489990234375,419.989990234375,410.2099914550781,414.1400146484375,14086400.0
1779753600,418.5,435.30999755859375,417.0,422.010009765625,22562900.0
1779840000,425.07000732421875,432.79998779296875,416.489990234375,421.8599853515625,17601000.0
1779926400,421.1400146484375,429.67999267578125,414.010009765625,426.5799865722656,17855600.0
1780012800,432.95001220703125,448.8999938964844,431.4700012207031,446.7699890136719,41798400.0
1780272000,450.0899963378906,466.04998779296875,442.2200012207031,459.9700012207031,30586000.0
1780358400,488.7900085449219,488.82000732421875,470.4599914550781,481.57000732421875,38306700.0
1780444800,494.7799987792969,495.0,472.6400146484375,479.2300109863281,50126400.0
1780531200,408.989990234375,426.4800109863281,403.010009765625,418.9100036621094,80979400.0
1780617600,407.6099853515625,410.5,385.5899963378906,385.7300109863281,51146100.0
1780876800,402.6199951171875,402.8399963378906,391.3500061035156,396.6000061035156,37099000.0
1780963200,401.6099853515625,407.8699951171875,370.3299865722656,392.1600036621094,37026900.0
1781049600,381.5,385.80999755859375,371.1700134277344,372.1000061035156,38193500.0
1781136000,372.82000732421875,389.5,370.54998779296875,385.57000732421875,35187600.0
1781222400,383.7200012207031,384.9800109863281,377.0,382.07000732421875,27600900.0
1781481600,395.510009765625,396.20001220703125,388.6000061035156,393.94000244140625,32394200.0
1781568000,390.2099914550781,391.7900085449219,376.4599914550781,376.7099914550781,31573700.0
1781654400,388.7099914550781,400.6499938964844,382.6499938964844,392.8999938964844,40005500.0
1781740800,409.5799865722656,412.70001220703125,405.3800048828125,411.3500061035156,45076100.0
1782086400,413.6600036621094,414.6400146484375,391.9100036621094,392.1300048828125,26403700.0
1782172800,377.8699951171875,391.0199890136719,376.6600036621094,380.1499938964844,33122200.0
1782259200,386.6199951171875,388.739990234375,376.9599914550781,382.07000732421875,29938700.0
1782345600,386.5799865722656,388.79998779296875,372.70001220703125,378.9100036621094,23353700.0
1782432000,370.45001220703125,373.69000244140625,363.8299865722656,365.0199890136719,34839300.0
1782691200,373.6199951171875,376.2099914550781,360.4599914550781,372.45001220703125,24285200.0
1782777600,374.7900085449219,379.6199951171875,370.6400146484375,377.75,28517400.0
1782864000,371.8699951171875,373.75,368.0299987792969,369.3399963378906,23712600.0
1782950400,365.7300109863281,374.0,356.42999267578125,360.45001220703125,26749500.0
1783296000,373.6099853515625,383.1600036621094,371.17999267578125,373.8999938964844,24544000.0
1783382400,366.55999755859375,372.9599914550781,362.010009765625,370.7799987792969,24116700.0
1783468800,377.5199890136719,395.0899963378906,376.8900146484375,388.69000244140625,31624100.0
1783555200,402.19000244140625,407.5199890136719,387.92999267578125,401.1099853515625,28074000.0
1783641600,398.5,402.44000244140625,395.70001220703125,399.9700012207031,14595900.0
1783900800,393.4800109863281,395.75,383.4200134277344,384.04998779296875,21294500.0
1783987200,395.7200012207031,397.3299865722656,384.6400146484375,389.1099853515625,20118700.0
1784073600,396.0899963378906,399.0,386.739990234375,394.2799987792969,16324100.0
1784160000,384.5400085449219,386.739990234375,371.8999938964844,374.45001220703125,23407200.0
1784246400,366.04998779296875,377.3500061035156,357.79998779296875,370.8299865722656,23236500.0
